ethnicity,LAD19CD,count_lad19
All usual residents,E07000103,90301
White,E07000103,64946
White: English/Welsh/Scottish/Northern Irish/British,E07000103,55875
White: Irish,E07000103,2063
White: Gypsy or Irish Traveller,E07000103,61
White: Other White,E07000103,6947
Mixed/multiple ethnic groups,E07000103,3104
Mixed/multiple ethnic groups: White and Black Caribbean,E07000103,990
Mixed/multiple ethnic groups: White and Black African,E07000103,412
Mixed/multiple ethnic groups: White and Asian,E07000103,939
Mixed/multiple ethnic groups: Other Mixed,E07000103,763
Asian/Asian British,E07000103,16170
Asian/Asian British: Indian,E07000103,4923
Asian/Asian British: Pakistani,E07000103,6082
Asian/Asian British: Bangladeshi,E07000103,362
Asian/Asian British: Chinese,E07000103,822
Asian/Asian British: Other Asian,E07000103,3981
Black/African/Caribbean/Black British,E07000103,5229
Black/African/Caribbean/Black British: African,E07000103,3142
Black/African/Caribbean/Black British: Caribbean,E07000103,1558
Black/African/Caribbean/Black British: Other Black,E07000103,529
Other ethnic group,E07000103,852
Other ethnic group: Arab,E07000103,294
Other ethnic group: Any other ethnic group,E07000103,558
All usual residents,E07000241,110535
White,E07000241,92936
White: English/Welsh/Scottish/Northern Irish/British,E07000241,84557
White: Irish,E07000241,1711
White: Gypsy or Irish Traveller,E07000241,155
White: Other White,E07000241,6513
Mixed/multiple ethnic groups,E07000241,2797
Mixed/multiple ethnic groups: White and Black Caribbean,E07000241,859
Mixed/multiple ethnic groups: White and Black African,E07000241,425
Mixed/multiple ethnic groups: White and Asian,E07000241,819
Mixed/multiple ethnic groups: Other Mixed,E07000241,694
Asian/Asian British,E07000241,8704
Asian/Asian British: Indian,E07000241,3526
Asian/Asian British: Pakistani,E07000241,734
Asian/Asian British: Bangladeshi,E07000241,465
Asian/Asian British: Chinese,E07000241,1914
Asian/Asian British: Other Asian,E07000241,2065
Black/African/Caribbean/Black British,E07000241,4989
Black/African/Caribbean/Black British: African,E07000241,3931
Black/African/Caribbean/Black British: Caribbean,E07000241,719
Black/African/Caribbean/Black British: Other Black,E07000241,339
Other ethnic group,E07000241,1109
Other ethnic group: Arab,E07000241,566
Other ethnic group: Any other ethnic group,E07000241,543
All usual residents,E07000143,130491
White,E07000143,127116
White: English/Welsh/Scottish/Northern Irish/British,E07000143,119033
White: Irish,E07000143,593
White: Gypsy or Irish Traveller,E07000143,204
White: Other White,E07000143,7286
Mixed/multiple ethnic groups,E07000143,1562
Mixed/multiple ethnic groups: White and Black Caribbean,E07000143,379
Mixed/multiple ethnic groups: White and Black African,E07000143,313
Mixed/multiple ethnic groups: White and Asian,E07000143,388
Mixed/multiple ethnic groups: Other Mixed,E07000143,482
Asian/Asian British,E07000143,1040
Asian/Asian British: Indian,E07000143,295
Asian/Asian British: Pakistani,E07000143,81
Asian/Asian British: Bangladeshi,E07000143,101
Asian/Asian British: Chinese,E07000143,202
Asian/Asian British: Other Asian,E07000143,361
Black/African/Caribbean/Black British,E07000143,596
Black/African/Caribbean/Black British: African,E07000143,211
Black/African/Caribbean/Black British: Caribbean,E07000143,225
Black/African/Caribbean/Black British: Other Black,E07000143,160
Other ethnic group,E07000143,177
Other ethnic group: Arab,E07000143,9
Other ethnic group: Any other ethnic group,E07000143,168
All usual residents,E07000144,124646
White,E07000144,121795
White: English/Welsh/Scottish/Northern Irish/British,E07000144,119582
White: Irish,E07000144,406
White: Gypsy or Irish Traveller,E07000144,44
White: Other White,E07000144,1763
Mixed/multiple ethnic groups,E07000144,1064
Mixed/multiple ethnic groups: White and Black Caribbean,E07000144,267
Mixed/multiple ethnic groups: White and Black African,E07000144,165
Mixed/multiple ethnic groups: White and Asian,E07000144,389
Mixed/multiple ethnic groups: Other Mixed,E07000144,243
Asian/Asian British,E07000144,1265
Asian/Asian British: Indian,E07000144,405
Asian/Asian British: Pakistani,E07000144,45
Asian/Asian British: Bangladeshi,E07000144,96
Asian/Asian British: Chinese,E07000144,286
Asian/Asian British: Other Asian,E07000144,433
Black/African/Caribbean/Black British,E07000144,331
Black/African/Caribbean/Black British: African,E07000144,228
Black/African/Caribbean/Black British: Caribbean,E07000144,63
Black/African/Caribbean/Black British: Other Black,E07000144,40
Other ethnic group,E07000144,191
Other ethnic group: Arab,E07000144,80
Other ethnic group: Any other ethnic group,E07000144,111
All usual residents,E07000145,97277
White,E07000145,94215
White: English/Welsh/Scottish/Northern Irish/British,E07000145,90280
White: Irish,E07000145,390
White: Gypsy or Irish Traveller,E07000145,63
White: Other White,E07000145,3482
Mixed/multiple ethnic groups,E07000145,1159
Mixed/multiple ethnic groups: White and Black Caribbean,E07000145,294
Mixed/multiple ethnic groups: White and Black African,E07000145,277
Mixed/multiple ethnic groups: White and Asian,E07000145,331
Mixed/multiple ethnic groups: Other Mixed,E07000145,257
Asian/Asian British,E07000145,1204
Asian/Asian British: Indian,E07000145,446
Asian/Asian British: Pakistani,E07000145,116
Asian/Asian British: Bangladeshi,E07000145,18
Asian/Asian British: Chinese,E07000145,189
Asian/Asian British: Other Asian,E07000145,435
Black/African/Caribbean/Black British,E07000145,439
Black/African/Caribbean/Black British: African,E07000145,285
Black/African/Caribbean/Black British: Caribbean,E07000145,86
Black/African/Caribbean/Black British: Other Black,E07000145,68
Other ethnic group,E07000145,260
Other ethnic group: Arab,E07000145,77
Other ethnic group: Any other ethnic group,E07000145,183
All usual residents,E07000146,147451
White,E07000146,143409
White: English/Welsh/Scottish/Northern Irish/British,E07000146,135955
White: Irish,E07000146,605
White: Gypsy or Irish Traveller,E07000146,255
White: Other White,E07000146,6594
Mixed/multiple ethnic groups,E07000146,1372
Mixed/multiple ethnic groups: White and Black Caribbean,E07000146,362
Mixed/multiple ethnic groups: White and Black African,E07000146,235
Mixed/multiple ethnic groups: White and Asian,E07000146,376
Mixed/multiple ethnic groups: Other Mixed,E07000146,399
Asian/Asian British,E07000146,1863
Asian/Asian British: Indian,E07000146,668
Asian/Asian British: Pakistani,E07000146,134
Asian/Asian British: Bangladeshi,E07000146,51
Asian/Asian British: Chinese,E07000146,386
Asian/Asian British: Other Asian,E07000146,624
Black/African/Caribbean/Black British,E07000146,561
Black/African/Caribbean/Black British: African,E07000146,319
Black/African/Caribbean/Black British: Caribbean,E07000146,118
Black/African/Caribbean/Black British: Other Black,E07000146,124
Other ethnic group,E07000146,246
Other ethnic group: Arab,E07000146,74
Other ethnic group: Any other ethnic group,E07000146,172
All usual residents,E07000147,101499
White,E07000147,100127
White: English/Welsh/Scottish/Northern Irish/British,E07000147,98001
White: Irish,E07000147,354
White: Gypsy or Irish Traveller,E07000147,46
White: Other White,E07000147,1726
Mixed/multiple ethnic groups,E07000147,617
Mixed/multiple ethnic groups: White and Black Caribbean,E07000147,194
Mixed/multiple ethnic groups: White and Black African,E07000147,76
Mixed/multiple ethnic groups: White and Asian,E07000147,197
Mixed/multiple ethnic groups: Other Mixed,E07000147,150
Asian/Asian British,E07000147,531
Asian/Asian British: Indian,E07000147,112
Asian/Asian British: Pakistani,E07000147,5
Asian/Asian British: Bangladeshi,E07000147,67
Asian/Asian British: Chinese,E07000147,141
Asian/Asian British: Other Asian,E07000147,206
Black/African/Caribbean/Black British,E07000147,157
Black/African/Caribbean/Black British: African,E07000147,67
Black/African/Caribbean/Black British: Caribbean,E07000147,73
Black/African/Caribbean/Black British: Other Black,E07000147,17
Other ethnic group,E07000147,67
Other ethnic group: Arab,E07000147,10
Other ethnic group: Any other ethnic group,E07000147,57
All usual residents,E07000148,132512
White,E07000148,120375
White: English/Welsh/Scottish/Northern Irish/British,E07000148,112237
White: Irish,E07000148,874
White: Gypsy or Irish Traveller,E07000148,127
White: Other White,E07000148,7137
Mixed/multiple ethnic groups,E07000148,3039
Mixed/multiple ethnic groups: White and Black Caribbean,E07000148,684
Mixed/multiple ethnic groups: White and Black African,E07000148,660
Mixed/multiple ethnic groups: White and Asian,E07000148,876
Mixed/multiple ethnic groups: Other Mixed,E07000148,819
Asian/Asian British,E07000148,5844
Asian/Asian British: Indian,E07000148,1684
Asian/Asian British: Pakistani,E07000148,255
Asian/Asian British: Bangladeshi,E07000148,540
Asian/Asian British: Chinese,E07000148,1679
Asian/Asian British: Other Asian,E07000148,1686
Black/African/Caribbean/Black British,E07000148,2147
Black/African/Caribbean/Black British: African,E07000148,1727
Black/African/Caribbean/Black British: Caribbean,E07000148,272
Black/African/Caribbean/Black British: Other Black,E07000148,148
Other ethnic group,E07000148,1107
Other ethnic group: Arab,E07000148,643
Other ethnic group: Any other ethnic group,E07000148,464
All usual residents,E07000149,124012
White,E07000149,120981
White: English/Welsh/Scottish/Northern Irish/British,E07000149,117998
White: Irish,E07000149,455
White: Gypsy or Irish Traveller,E07000149,183
White: Other White,E07000149,2345
Mixed/multiple ethnic groups,E07000149,1214
Mixed/multiple ethnic groups: White and Black Caribbean,E07000149,313
Mixed/multiple ethnic groups: White and Black African,E07000149,179
Mixed/multiple ethnic groups: White and Asian,E07000149,422
Mixed/multiple ethnic groups: Other Mixed,E07000149,300
Asian/Asian British,E07000149,1270
Asian/Asian British: Indian,E07000149,433
Asian/Asian British: Pakistani,E07000149,64
Asian/Asian British: Bangladeshi,E07000149,60
Asian/Asian British: Chinese,E07000149,325
Asian/Asian British: Other Asian,E07000149,388
Black/African/Caribbean/Black British,E07000149,378
Black/African/Caribbean/Black British: African,E07000149,259
Black/African/Caribbean/Black British: Caribbean,E07000149,68
Black/African/Caribbean/Black British: Other Black,E07000149,51
Other ethnic group,E07000149,169
Other ethnic group: Arab,E07000149,70
Other ethnic group: Any other ethnic group,E07000149,99
All usual residents,E07000200,87740
White,E07000200,85845
White: English/Welsh/Scottish/Northern Irish/British,E07000200,83666
White: Irish,E07000200,486
White: Gypsy or Irish Traveller,E07000200,51
White: Other White,E07000200,1642
Mixed/multiple ethnic groups,E07000200,827
Mixed/multiple ethnic groups: White and Black Caribbean,E07000200,306
Mixed/multiple ethnic groups: White and Black African,E07000200,92
Mixed/multiple ethnic groups: White and Asian,E07000200,216
Mixed/multiple ethnic groups: Other Mixed,E07000200,213
Asian/Asian British,E07000200,666
Asian/Asian British: Indian,E07000200,180
Asian/Asian British: Pakistani,E07000200,9
Asian/Asian British: Bangladeshi,E07000200,65
Asian/Asian British: Chinese,E07000200,161
Asian/Asian British: Other Asian,E07000200,251
Black/African/Caribbean/Black British,E07000200,264
Black/African/Caribbean/Black British: African,E07000200,133
Black/African/Caribbean/Black British: Caribbean,E07000200,89
Black/African/Caribbean/Black British: Other Black,E07000200,42
Other ethnic group,E07000200,138
Other ethnic group: Arab,E07000200,10
Other ethnic group: Any other ethnic group,E07000200,128
All usual residents,E07000245,170756
White,E07000245,161522
White: English/Welsh/Scottish/Northern Irish/British,E07000245,147381
White: Irish,E07000245,1311
White: Gypsy or Irish Traveller,E07000245,186
White: Other White,E07000245,12644
Mixed/multiple ethnic groups,E07000245,3148
Mixed/multiple ethnic groups: White and Black Caribbean,E07000245,679
Mixed/multiple ethnic groups: White and Black African,E07000245,496
Mixed/multiple ethnic groups: White and Asian,E07000245,822
Mixed/multiple ethnic groups: Other Mixed,E07000245,1151
Asian/Asian British,E07000245,3087
Asian/Asian British: Indian,E07000245,899
Asian/Asian British: Pakistani,E07000245,258
Asian/Asian British: Bangladeshi,E07000245,222
Asian/Asian British: Chinese,E07000245,403
Asian/Asian British: Other Asian,E07000245,1305
Black/African/Caribbean/Black British,E07000245,2198
Black/African/Caribbean/Black British: African,E07000245,825
Black/African/Caribbean/Black British: Caribbean,E07000245,432
Black/African/Caribbean/Black British: Other Black,E07000245,941
Other ethnic group,E07000245,801
Other ethnic group: Arab,E07000245,86
Other ethnic group: Any other ethnic group,E07000245,715
All usual residents,E07000202,133384
White,E07000202,118596
White: English/Welsh/Scottish/Northern Irish/British,E07000202,110624
White: Irish,E07000202,610
White: Gypsy or Irish Traveller,E07000202,149
White: Other White,E07000202,7213
Mixed/multiple ethnic groups,E07000202,4816
Mixed/multiple ethnic groups: White and Black Caribbean,E07000202,2579
Mixed/multiple ethnic groups: White and Black African,E07000202,655
Mixed/multiple ethnic groups: White and Asian,E07000202,637
Mixed/multiple ethnic groups: Other Mixed,E07000202,945
Asian/Asian British,E07000202,5740
Asian/Asian British: Indian,E07000202,1801
Asian/Asian British: Pakistani,E07000202,242
Asian/Asian British: Bangladeshi,E07000202,1687
Asian/Asian British: Chinese,E07000202,666
Asian/Asian British: Other Asian,E07000202,1344
Black/African/Caribbean/Black British,E07000202,3096
Black/African/Caribbean/Black British: African,E07000202,1025
Black/African/Caribbean/Black British: Caribbean,E07000202,1554
Black/African/Caribbean/Black British: Other Black,E07000202,517
Other ethnic group,E07000202,1136
Other ethnic group: Arab,E07000202,151
Other ethnic group: Any other ethnic group,E07000202,985
All usual residents,E07000203,96731
White,E07000203,94667
White: English/Welsh/Scottish/Northern Irish/British,E07000203,92747
White: Irish,E07000203,345
White: Gypsy or Irish Traveller,E07000203,76
White: Other White,E07000203,1499
Mixed/multiple ethnic groups,E07000203,953
Mixed/multiple ethnic groups: White and Black Caribbean,E07000203,311
Mixed/multiple ethnic groups: White and Black African,E07000203,120
Mixed/multiple ethnic groups: White and Asian,E07000203,298
Mixed/multiple ethnic groups: Other Mixed,E07000203,224
Asian/Asian British,E07000203,647
Asian/Asian British: Indian,E07000203,170
Asian/Asian British: Pakistani,E07000203,17
Asian/Asian British: Bangladeshi,E07000203,38
Asian/Asian British: Chinese,E07000203,158
Asian/Asian British: Other Asian,E07000203,264
Black/African/Caribbean/Black British,E07000203,371
Black/African/Caribbean/Black British: African,E07000203,164
Black/African/Caribbean/Black British: Caribbean,E07000203,126
Black/African/Caribbean/Black British: Other Black,E07000203,81
Other ethnic group,E07000203,93
Other ethnic group: Arab,E07000203,7
Other ethnic group: Any other ethnic group,E07000203,86
All usual residents,E07000244,239552
White,E07000244,232565
White: English/Welsh/Scottish/Northern Irish/British,E07000244,227040
White: Irish,E07000244,992
White: Gypsy or Irish Traveller,E07000244,142
White: Other White,E07000244,4391
Mixed/multiple ethnic groups,E07000244,2728
Mixed/multiple ethnic groups: White and Black Caribbean,E07000244,858
Mixed/multiple ethnic groups: White and Black African,E07000244,422
Mixed/multiple ethnic groups: White and Asian,E07000244,814
Mixed/multiple ethnic groups: Other Mixed,E07000244,634
Asian/Asian British,E07000244,2991
Asian/Asian British: Indian,E07000244,949
Asian/Asian British: Pakistani,E07000244,171
Asian/Asian British: Bangladeshi,E07000244,241
Asian/Asian British: Chinese,E07000244,771
Asian/Asian British: Other Asian,E07000244,859
Black/African/Caribbean/Black British,E07000244,925
Black/African/Caribbean/Black British: African,E07000244,477
Black/African/Caribbean/Black British: Caribbean,E07000244,308
Black/African/Caribbean/Black British: Other Black,E07000244,140
Other ethnic group,E07000244,343
Other ethnic group: Arab,E07000244,66
Other ethnic group: Any other ethnic group,E07000244,277
All usual residents,E09000007,220338
White,E09000007,146055
White: English/Welsh/Scottish/Northern Irish/British,E09000007,96937
White: Irish,E09000007,7053
White: Gypsy or Irish Traveller,E09000007,167
White: Other White,E09000007,41898
Mixed/multiple ethnic groups,E09000007,12322
Mixed/multiple ethnic groups: White and Black Caribbean,E09000007,2494
Mixed/multiple ethnic groups: White and Black African,E09000007,1800
Mixed/multiple ethnic groups: White and Asian,E09000007,3880
Mixed/multiple ethnic groups: Other Mixed,E09000007,4148
Asian/Asian British,E09000007,35446
Asian/Asian British: Indian,E09000007,6083
Asian/Asian British: Pakistani,E09000007,1489
Asian/Asian British: Bangladeshi,E09000007,12503
Asian/Asian British: Chinese,E09000007,6493
Asian/Asian British: Other Asian,E09000007,8878
Black/African/Caribbean/Black British,E09000007,18060
Black/African/Caribbean/Black British: African,E09000007,10802
Black/African/Caribbean/Black British: Caribbean,E09000007,3496
Black/African/Caribbean/Black British: Other Black,E09000007,3762
Other ethnic group,E09000007,8455
Other ethnic group: Arab,E09000007,3432
Other ethnic group: Any other ethnic group,E09000007,5023
All usual residents,E09000001,7375
White,E09000001,5799
White: English/Welsh/Scottish/Northern Irish/British,E09000001,4243
White: Irish,E09000001,180
White: Gypsy or Irish Traveller,E09000001,3
White: Other White,E09000001,1373
Mixed/multiple ethnic groups,E09000001,289
Mixed/multiple ethnic groups: White and Black Caribbean,E09000001,38
Mixed/multiple ethnic groups: White and Black African,E09000001,37
Mixed/multiple ethnic groups: White and Asian,E09000001,111
Mixed/multiple ethnic groups: Other Mixed,E09000001,103
Asian/Asian British,E09000001,940
Asian/Asian British: Indian,E09000001,216
Asian/Asian British: Pakistani,E09000001,16
Asian/Asian British: Bangladeshi,E09000001,232
Asian/Asian British: Chinese,E09000001,263
Asian/Asian British: Other Asian,E09000001,213
Black/African/Caribbean/Black British,E09000001,193
Black/African/Caribbean/Black British: African,E09000001,98
Black/African/Caribbean/Black British: Caribbean,E09000001,46
Black/African/Caribbean/Black British: Other Black,E09000001,49
Other ethnic group,E09000001,154
Other ethnic group: Arab,E09000001,69
Other ethnic group: Any other ethnic group,E09000001,85
All usual residents,E09000012,246270
White,E09000012,134617
White: English/Welsh/Scottish/Northern Irish/British,E09000012,89030
White: Irish,E09000012,5216
White: Gypsy or Irish Traveller,E09000012,474
White: Other White,E09000012,39897
Mixed/multiple ethnic groups,E09000012,15869
Mixed/multiple ethnic groups: White and Black Caribbean,E09000012,4989
Mixed/multiple ethnic groups: White and Black African,E09000012,2866
Mixed/multiple ethnic groups: White and Asian,E09000012,3020
Mixed/multiple ethnic groups: Other Mixed,E09000012,4994
Asian/Asian British,E09000012,25867
Asian/Asian British: Indian,E09000012,7599
Asian/Asian British: Pakistani,E09000012,1905
Asian/Asian British: Bangladeshi,E09000012,6180
Asian/Asian British: Chinese,E09000012,3436
Asian/Asian British: Other Asian,E09000012,6747
Black/African/Caribbean/Black British,E09000012,56858
Black/African/Caribbean/Black British: African,E09000012,27976
Black/African/Caribbean/Black British: Caribbean,E09000012,19168
Black/African/Caribbean/Black British: Other Black,E09000012,9714
Other ethnic group,E09000012,13059
Other ethnic group: Arab,E09000012,1721
Other ethnic group: Any other ethnic group,E09000012,11338
All usual residents,E09000013,182493
White,E09000013,124222
White: English/Welsh/Scottish/Northern Irish/British,E09000013,81989
White: Irish,E09000013,6321
White: Gypsy or Irish Traveller,E09000013,217
White: Other White,E09000013,35695
Mixed/multiple ethnic groups,E09000013,10044
Mixed/multiple ethnic groups: White and Black Caribbean,E09000013,2769
Mixed/multiple ethnic groups: White and Black African,E09000013,1495
Mixed/multiple ethnic groups: White and Asian,E09000013,2649
Mixed/multiple ethnic groups: Other Mixed,E09000013,3131
Asian/Asian British,E09000013,16635
Asian/Asian British: Indian,E09000013,3451
Asian/Asian British: Pakistani,E09000013,1612
Asian/Asian British: Bangladeshi,E09000013,1056
Asian/Asian British: Chinese,E09000013,3140
Asian/Asian British: Other Asian,E09000013,7376
Black/African/Caribbean/Black British,E09000013,21505
Black/African/Caribbean/Black British: African,E09000013,10552
Black/African/Caribbean/Black British: Caribbean,E09000013,7111
Black/African/Caribbean/Black British: Other Black,E09000013,3842
Other ethnic group,E09000013,10087
Other ethnic group: Arab,E09000013,5228
Other ethnic group: Any other ethnic group,E09000013,4859
All usual residents,E09000014,254926
White,E09000014,154343
White: English/Welsh/Scottish/Northern Irish/British,E09000014,88424
White: Irish,E09000014,6997
White: Gypsy or Irish Traveller,E09000014,370
White: Other White,E09000014,58552
Mixed/multiple ethnic groups,E09000014,16548
Mixed/multiple ethnic groups: White and Black Caribbean,E09000014,4856
Mixed/multiple ethnic groups: White and Black African,E09000014,2609
Mixed/multiple ethnic groups: White and Asian,E09000014,3738
Mixed/multiple ethnic groups: Other Mixed,E09000014,5345
Asian/Asian British,E09000014,24150
Asian/Asian British: Indian,E09000014,5945
Asian/Asian British: Pakistani,E09000014,1920
Asian/Asian British: Bangladeshi,E09000014,4417
Asian/Asian British: Chinese,E09000014,3744
Asian/Asian British: Other Asian,E09000014,8124
Black/African/Caribbean/Black British,E09000014,47830
Black/African/Caribbean/Black British: African,E09000014,23037
Black/African/Caribbean/Black British: Caribbean,E09000014,18087
Black/African/Caribbean/Black British: Other Black,E09000014,6706
Other ethnic group,E09000014,12055
Other ethnic group: Arab,E09000014,2229
Other ethnic group: Any other ethnic group,E09000014,9826
All usual residents,E09000019,206125
White,E09000019,140515
White: English/Welsh/Scottish/Northern Irish/British,E09000019,98322
White: Irish,E09000019,8140
White: Gypsy or Irish Traveller,E09000019,163
White: Other White,E09000019,33890
Mixed/multiple ethnic groups,E09000019,13339
Mixed/multiple ethnic groups: White and Black Caribbean,E09000019,4236
Mixed/multiple ethnic groups: White and Black African,E09000019,1912
Mixed/multiple ethnic groups: White and Asian,E09000019,2964
Mixed/multiple ethnic groups: Other Mixed,E09000019,4227
Asian/Asian British,E09000019,19034
Asian/Asian British: Indian,E09000019,3534
Asian/Asian British: Pakistani,E09000019,951
Asian/Asian British: Bangladeshi,E09000019,4662
Asian/Asian British: Chinese,E09000019,4457
Asian/Asian British: Other Asian,E09000019,5430
Black/African/Caribbean/Black British,E09000019,26294
Black/African/Caribbean/Black British: African,E09000019,12622
Black/African/Caribbean/Black British: Caribbean,E09000019,7943
Black/African/Caribbean/Black British: Other Black,E09000019,5729
Other ethnic group,E09000019,6943
Other ethnic group: Arab,E09000019,1893
Other ethnic group: Any other ethnic group,E09000019,5050
All usual residents,E09000020,158649
White,E09000020,112017
White: English/Welsh/Scottish/Northern Irish/British,E09000020,62271
White: Irish,E09000020,3715
White: Gypsy or Irish Traveller,E09000020,119
White: Other White,E09000020,45912
Mixed/multiple ethnic groups,E09000020,8986
Mixed/multiple ethnic groups: White and Black Caribbean,E09000020,1695
Mixed/multiple ethnic groups: White and Black African,E09000020,1148
Mixed/multiple ethnic groups: White and Asian,E09000020,3021
Mixed/multiple ethnic groups: Other Mixed,E09000020,3122
Asian/Asian British,E09000020,15861
Asian/Asian British: Indian,E09000020,2577
Asian/Asian British: Pakistani,E09000020,911
Asian/Asian British: Bangladeshi,E09000020,836
Asian/Asian British: Chinese,E09000020,3968
Asian/Asian British: Other Asian,E09000020,7569
Black/African/Caribbean/Black British,E09000020,10333
Black/African/Caribbean/Black British: African,E09000020,5536
Black/African/Caribbean/Black British: Caribbean,E09000020,3257
Black/African/Caribbean/Black British: Other Black,E09000020,1540
Other ethnic group,E09000020,11452
Other ethnic group: Arab,E09000020,6455
Other ethnic group: Any other ethnic group,E09000020,4997
All usual residents,E09000022,303086
White,E09000022,173025
White: English/Welsh/Scottish/Northern Irish/British,E09000022,118250
White: Irish,E09000022,7456
White: Gypsy or Irish Traveller,E09000022,195
White: Other White,E09000022,47124
Mixed/multiple ethnic groups,E09000022,23160
Mixed/multiple ethnic groups: White and Black Caribbean,E09000022,8302
Mixed/multiple ethnic groups: White and Black African,E09000022,4301
Mixed/multiple ethnic groups: White and Asian,E09000022,3574
Mixed/multiple ethnic groups: Other Mixed,E09000022,6983
Asian/Asian British,E09000022,20938
Asian/Asian British: Indian,E09000022,4983
Asian/Asian British: Pakistani,E09000022,3072
Asian/Asian British: Bangladeshi,E09000022,2221
Asian/Asian British: Chinese,E09000022,4573
Asian/Asian British: Other Asian,E09000022,6089
Black/African/Caribbean/Black British,E09000022,78542
Black/African/Caribbean/Black British: African,E09000022,35187
Black/African/Caribbean/Black British: Caribbean,E09000022,28886
Black/African/Caribbean/Black British: Other Black,E09000022,14469
Other ethnic group,E09000022,7421
Other ethnic group: Arab,E09000022,1728
Other ethnic group: Any other ethnic group,E09000022,5693
All usual residents,E09000023,275885
White,E09000023,147686
White: English/Welsh/Scottish/Northern Irish/British,E09000023,114446
White: Irish,E09000023,5206
White: Gypsy or Irish Traveller,E09000023,208
White: Other White,E09000023,27826
Mixed/multiple ethnic groups,E09000023,20472
Mixed/multiple ethnic groups: White and Black Caribbean,E09000023,8539
Mixed/multiple ethnic groups: White and Black African,E09000023,3559
Mixed/multiple ethnic groups: White and Asian,E09000023,3045
Mixed/multiple ethnic groups: Other Mixed,E09000023,5329
Asian/Asian British,E09000023,25534
Asian/Asian British: Indian,E09000023,4600
Asian/Asian British: Pakistani,E09000023,1596
Asian/Asian British: Bangladeshi,E09000023,1388
Asian/Asian British: Chinese,E09000023,6164
Asian/Asian British: Other Asian,E09000023,11786
Black/African/Caribbean/Black British,E09000023,74942
Black/African/Caribbean/Black British: African,E09000023,32025
Black/African/Caribbean/Black British: Caribbean,E09000023,30854
Black/African/Caribbean/Black British: Other Black,E09000023,12063
Other ethnic group,E09000023,7251
Other ethnic group: Arab,E09000023,1456
Other ethnic group: Any other ethnic group,E09000023,5795
All usual residents,E09000025,307984
White,E09000025,89216
White: English/Welsh/Scottish/Northern Irish/British,E09000025,51516
White: Irish,E09000025,2172
White: Gypsy or Irish Traveller,E09000025,462
White: Other White,E09000025,35066
Mixed/multiple ethnic groups,E09000025,13945
Mixed/multiple ethnic groups: White and Black Caribbean,E09000025,3957
Mixed/multiple ethnic groups: White and Black African,E09000025,3319
Mixed/multiple ethnic groups: White and Asian,E09000025,2677
Mixed/multiple ethnic groups: Other Mixed,E09000025,3992
Asian/Asian British,E09000025,133895
Asian/Asian British: Indian,E09000025,42484
Asian/Asian British: Pakistani,E09000025,30307
Asian/Asian British: Bangladeshi,E09000025,37262
Asian/Asian British: Chinese,E09000025,3930
Asian/Asian British: Other Asian,E09000025,19912
Black/African/Caribbean/Black British,E09000025,60256
Black/African/Caribbean/Black British: African,E09000025,37811
Black/African/Caribbean/Black British: Caribbean,E09000025,15050
Black/African/Caribbean/Black British: Other Black,E09000025,7395
Other ethnic group,E09000025,10672
Other ethnic group: Arab,E09000025,3523
Other ethnic group: Any other ethnic group,E09000025,7149
All usual residents,E09000028,288283
White,E09000028,156349
White: English/Welsh/Scottish/Northern Irish/British,E09000028,114534
White: Irish,E09000028,6222
White: Gypsy or Irish Traveller,E09000028,263
White: Other White,E09000028,35330
Mixed/multiple ethnic groups,E09000028,17778
Mixed/multiple ethnic groups: White and Black Caribbean,E09000028,5677
Mixed/multiple ethnic groups: White and Black African,E09000028,3687
Mixed/multiple ethnic groups: White and Asian,E09000028,3003
Mixed/multiple ethnic groups: Other Mixed,E09000028,5411
Asian/Asian British,E09000028,27192
Asian/Asian British: Indian,E09000028,5819
Asian/Asian British: Pakistani,E09000028,1623
Asian/Asian British: Bangladeshi,E09000028,3912
Asian/Asian British: Chinese,E09000028,8074
Asian/Asian British: Other Asian,E09000028,7764
Black/African/Caribbean/Black British,E09000028,77511
Black/African/Caribbean/Black British: African,E09000028,47413
Black/African/Caribbean/Black British: Caribbean,E09000028,17974
Black/African/Caribbean/Black British: Other Black,E09000028,12124
Other ethnic group,E09000028,9453
Other ethnic group: Arab,E09000028,2440
Other ethnic group: Any other ethnic group,E09000028,7013
All usual residents,E09000030,254096
White,E09000030,114819
White: English/Welsh/Scottish/Northern Irish/British,E09000030,79231
White: Irish,E09000030,3863
White: Gypsy or Irish Traveller,E09000030,175
White: Other White,E09000030,31550
Mixed/multiple ethnic groups,E09000030,10360
Mixed/multiple ethnic groups: White and Black Caribbean,E09000030,2837
Mixed/multiple ethnic groups: White and Black African,E09000030,1509
Mixed/multiple ethnic groups: White and Asian,E09000030,2961
Mixed/multiple ethnic groups: Other Mixed,E09000030,3053
Asian/Asian British,E09000030,104501
Asian/Asian British: Indian,E09000030,6787
Asian/Asian British: Pakistani,E09000030,2442
Asian/Asian British: Bangladeshi,E09000030,81377
Asian/Asian British: Chinese,E09000030,8109
Asian/Asian British: Other Asian,E09000030,5786
Black/African/Caribbean/Black British,E09000030,18629
Black/African/Caribbean/Black British: African,E09000030,9495
Black/African/Caribbean/Black British: Caribbean,E09000030,5341
Black/African/Caribbean/Black British: Other Black,E09000030,3793
Other ethnic group,E09000030,5787
Other ethnic group: Arab,E09000030,2573
